,Cold Liquid Flow HX (F4E0087D-100A-4B8D-9FBB-13F09BFC7AB4),T Cold In HX (A5445D3C-FAA5-463C-A34B-A1DB00E93819),T Cold Out HX (D5168D10-88DD-459C-BABA-E4A43159A0D7),Hot Liquid Flow HX (317538A4-FEA2-401A-A73B-4D1ABBDB51E6),T Hot in HX (4AB87B32-C128-461C-BB67-8D1B14074BD0),T Hot out HX (8D5B6208-6FF3-4619-A108-83673AE5F797)
2021-04-24 03:00:00-04:00,735214.54,198.3,300.85,209962.58,496.62,295.6
2021-04-25 03:00:00-04:00,735301.19,193.37,298.7,209981.35,497.39,292.75
2021-04-26 03:00:00-04:00,735260.65,193.99,299.36,210008.2,497.3,293.51
2021-04-27 03:00:00-04:00,735260.19,196.32,300.29,210019.05,497.18,294.99
2021-04-28 03:00:00-04:00,735172.83,193.65,298.83,209997.41,496.73,293.45
2021-04-29 03:00:00-04:00,735231.28,187.91,294.77,210029.55,495.06,288.68
2021-04-30 03:00:00-04:00,735165.15,189.37,296.02,210000.92,496.1,290.0
2021-05-01 03:00:00-04:00,732836.85,192.01,298.72,210005.3,498.05,292.78
2021-05-02 03:00:00-04:00,735206.04,195.72,302.37,210015.89,502.57,296.45
2021-05-03 03:00:00-04:00,735226.36,202.25,305.96,210001.92,503.59,301.1
2021-05-04 03:00:00-04:00,735087.1,204.71,308.29,210007.65,505.59,303.6
2021-05-05 03:00:00-04:00,731329.48,204.24,309.09,210004.74,506.51,304.14
2021-05-06 03:00:00-04:00,724517.81,202.24,309.08,210004.72,506.96,303.49
2021-05-07 03:00:00-04:00,734214.63,199.42,306.65,209993.45,506.49,301.26
2021-05-08 03:00:00-04:00,733929.5,199.41,305.54,210004.68,504.79,300.65
2021-05-09 03:00:00-04:00,734427.64,200.48,306.13,209992.55,505.65,301.36
2021-05-10 03:00:00-04:00,734940.21,202.46,306.8,209991.94,504.94,302.54
2021-05-11 03:00:00-04:00,735019.85,201.33,306.26,209994.68,504.58,302.16
2021-05-12 03:00:00-04:00,734954.54,196.72,303.58,209987.79,504.53,298.83
2021-05-13 03:00:00-04:00,734955.21,199.32,305.08,209988.8,505.0,300.67
2021-05-14 03:00:00-04:00,732546.04,197.82,304.8,210002.2,505.02,300.17
2021-05-15 03:00:00-04:00,728189.4,193.32,302.62,209997.28,503.69,297.58
2021-05-16 03:00:00-04:00,701579.62,201.25,308.21,210013.61,502.64,303.42
2021-05-17 03:00:00-04:00,719408.05,205.73,310.21,210018.67,505.66,306.4
2021-05-18 03:00:00-04:00,734903.0,200.17,305.45,209982.9,504.52,301.99
2021-05-19 03:00:00-04:00,735040.53,204.02,307.3,210006.86,504.38,304.67
2021-05-20 03:00:00-04:00,734938.22,201.86,306.16,210005.32,505.17,302.97
2021-05-21 03:00:00-04:00,734983.77,199.57,304.74,209988.09,505.37,301.37
2021-05-22 03:00:00-04:00,734974.2,194.48,301.61,210025.12,504.2,297.78
2021-05-23 03:00:00-04:00,734913.09,193.55,301.19,210018.35,504.48,297.2
2021-05-24 03:00:00-04:00,735009.31,185.13,295.68,210018.89,503.01,291.02
2021-05-25 03:00:00-04:00,735025.89,177.62,292.38,210016.08,504.67,286.36
2021-05-26 03:00:00-04:00,735146.01,176.99,291.57,210022.11,504.31,285.55
2021-05-27 03:00:00-04:00,735191.82,183.94,295.46,209985.89,504.06,290.63
2021-05-28 03:00:00-04:00,735022.25,193.16,300.44,210003.89,503.95,297.09
2021-05-29 03:00:00-04:00,734886.47,200.07,304.2,210009.67,503.95,301.74
2021-05-30 03:00:00-04:00,734983.72,202.59,305.57,210012.17,504.24,303.62
2021-05-31 03:00:00-04:00,630451.49,202.52,311.8,209968.78,496.6,306.27
2021-06-01 03:00:00-04:00,590273.81,197.53,316.22,210002.64,500.38,307.68
2021-06-02 03:00:00-04:00,590311.33,184.28,310.95,210006.47,502.34,300.45
2021-06-03 03:00:00-04:00,590318.64,182.18,312.43,209984.62,508.29,300.85
2021-06-04 03:00:00-04:00,590267.21,180.9,310.75,210008.28,506.08,299.5
2021-06-05 03:00:00-04:00,590134.7,179.9,311.45,209980.45,508.58,300.03
2021-06-06 03:00:00-04:00,590011.92,180.91,312.68,209992.28,508.86,301.55
2021-06-07 03:00:00-04:00,590080.55,175.99,311.49,209995.99,512.29,299.21
2021-06-08 03:00:00-04:00,590080.09,173.66,309.67,209999.02,512.25,297.35
2021-06-09 03:00:00-04:00,590064.84,174.5,311.0,210002.44,515.51,298.69
2021-06-10 03:00:00-04:00,589982.85,175.34,312.3,210025.92,516.87,299.85
2021-06-11 03:00:00-04:00,590078.76,175.05,311.78,209976.85,516.66,299.47
2021-06-12 03:00:00-04:00,590082.8,177.76,312.48,210014.0,515.55,300.91
2021-06-13 03:00:00-04:00,590069.91,180.64,314.12,210511.6,515.22,302.94
2021-06-14 03:00:00-04:00,590031.93,183.03,315.55,209996.08,515.25,304.99
2021-06-15 03:00:00-04:00,610824.79,179.72,310.97,209977.17,514.84,301.08
2021-06-16 03:00:00-04:00,643820.46,176.27,306.71,209983.69,519.02,297.6
2021-06-17 03:00:00-04:00,643811.14,179.28,308.96,209984.05,520.75,300.33
2021-06-18 03:00:00-04:00,643785.45,185.99,312.1,209988.76,520.34,304.48
2021-06-19 03:00:00-04:00,666969.26,181.53,305.93,210005.78,521.07,299.09
2021-06-20 03:00:00-04:00,724412.17,171.27,285.59,210014.25,504.16,282.54
2021-06-21 03:00:00-04:00,731329.53,166.88,276.33,210063.01,490.29,274.85
2021-06-22 03:00:00-04:00,720131.13,188.87,285.31,209984.84,479.24,287.71
2021-06-23 03:00:00-04:00,626360.99,193.19,293.3,210000.99,470.4,293.17
2021-06-24 03:00:00-04:00,690164.47,194.85,290.01,210015.27,475.26,292.85
2021-06-25 03:00:00-04:00,709545.36,195.68,290.39,214284.7,476.31,293.6
2021-06-26 03:00:00-04:00,729699.89,196.73,295.18,223184.6,483.74,297.12
2021-06-27 03:00:00-04:00,734825.87,191.45,293.45,223998.57,488.63,294.09
2021-06-28 03:00:00-04:00,734793.94,187.99,291.38,224043.28,489.05,291.77
2021-06-29 03:00:00-04:00,734946.1,180.79,291.14,224045.63,497.19,289.48
2021-06-30 03:00:00-04:00,735058.44,182.4,293.34,223964.22,498.88,291.79
2021-07-01 03:00:00-04:00,734942.0,181.02,292.67,223980.76,498.58,290.78
2021-07-02 03:00:00-04:00,735090.99,177.33,291.56,224011.05,500.65,288.93
2021-07-03 03:00:00-04:00,735123.18,186.61,298.23,223972.78,504.46,296.63
2021-07-04 03:00:00-04:00,735064.79,196.64,305.22,224022.77,509.13,304.45
2021-07-05 03:00:00-04:00,716308.76,199.38,308.85,223848.3,507.37,308.36
2021-07-06 03:00:00-04:00,699619.36,191.02,302.26,224008.83,500.45,300.71
2021-07-07 03:00:00-04:00,714969.78,188.7,296.15,215277.37,497.94,296.48
2021-07-08 03:00:00-04:00,691691.29,189.83,295.65,210004.22,495.0,295.95
2021-07-09 03:00:00-04:00,699828.38,191.22,297.06,210021.75,496.53,297.69
2021-07-10 02:00:00-04:00,704184.1,189.05,297.36,209974.97,500.69,297.55
2021-07-11 02:00:00-04:00,716964.28,185.07,293.73,210024.99,501.45,293.81
2021-07-12 02:00:00-04:00,724442.73,190.59,295.59,210024.79,501.81,297.01
2021-07-13 02:00:00-04:00,726834.96,192.29,296.46,209984.52,501.63,298.6
2021-07-14 02:00:00-04:00,729371.67,184.35,292.25,210011.77,501.93,293.4
2021-07-15 02:00:00-04:00,730973.52,177.52,288.77,210002.07,502.12,288.81
2021-07-16 02:00:00-04:00,712786.83,177.36,289.05,210014.8,499.79,288.95
2021-07-17 02:00:00-04:00,697665.08,171.79,286.66,210042.5,499.69,285.12
2021-07-18 02:00:00-04:00,701746.06,177.13,285.48,196431.19,501.08,286.41
2021-07-19 02:00:00-04:00,709064.47,176.89,278.46,176321.55,501.63,282.8
2021-07-20 02:00:00-04:00,711093.57,184.89,287.92,192877.99,502.16,290.85
2021-07-21 02:00:00-04:00,717825.04,188.77,294.98,209972.42,503.54,296.15
2021-07-22 02:00:00-04:00,734327.94,186.79,291.0,209989.06,501.13,292.99
2021-07-23 02:00:00-04:00,735121.8,195.46,295.5,210008.04,501.18,299.1
2021-07-24 02:00:00-04:00,735219.04,190.24,292.68,212853.52,500.55,295.41
2021-07-25 02:00:00-04:00,735019.03,184.21,292.52,220490.33,502.5,293.59
2021-07-26 02:00:00-04:00,732511.24,180.67,289.7,221737.8,499.97,290.28
2021-07-27 02:00:00-04:00,730899.82,184.66,291.25,223999.24,496.73,292.86
2021-07-28 02:00:00-04:00,728205.32,183.17,288.25,216993.63,494.31,290.44
2021-07-29 02:00:00-04:00,709540.04,177.49,284.4,210017.02,494.97,285.66
2021-07-30 02:00:00-04:00,731767.58,173.58,280.39,209987.79,496.36,282.11
2021-07-31 02:00:00-04:00,729312.56,178.71,284.73,210006.83,497.12,286.92
2021-08-01 02:00:00-04:00,726975.96,190.17,293.04,209991.14,498.68,296.69
2021-08-02 02:00:00-04:00,732246.79,194.75,295.68,209986.05,500.29,300.24
2021-08-03 02:00:00-04:00,735127.74,192.65,293.77,210024.66,498.4,298.41
2021-08-04 02:00:00-04:00,727024.53,176.53,278.58,192558.47,495.84,283.16
2021-08-05 02:00:00-04:00,715273.07,171.18,273.23,181985.58,497.29,277.96
2021-08-06 02:00:00-04:00,727130.17,172.53,272.9,182015.35,499.01,278.5
2021-08-07 02:00:00-04:00,732567.43,181.38,277.83,182009.86,499.82,284.71
2021-08-08 02:00:00-04:00,732445.21,187.2,281.49,182006.48,501.23,288.82
2021-08-09 02:00:00-04:00,717449.12,183.12,280.28,181979.75,500.24,286.91
2021-08-10 02:00:00-04:00,697521.83,186.95,286.24,182013.84,503.74,292.19
2021-08-11 02:00:00-04:00,697635.7,189.48,291.02,182013.9,511.46,296.57
2021-08-12 02:00:00-04:00,699340.37,195.41,294.58,182013.38,511.71,300.88
2021-08-13 02:00:00-04:00,697632.79,194.0,294.35,181992.35,512.17,300.49
2021-08-14 02:00:00-04:00,697740.26,191.91,291.74,182001.28,509.75,297.93
2021-08-15 02:00:00-04:00,679655.22,184.63,286.92,182016.08,504.4,291.91
2021-08-16 02:00:00-04:00,671272.82,175.47,282.12,182001.18,503.84,285.41
2021-08-17 02:00:00-04:00,697660.27,174.39,278.96,181997.89,505.31,283.5
2021-08-18 02:00:00-04:00,697667.59,178.91,282.37,182027.36,506.77,287.28
2021-08-19 02:00:00-04:00,697710.63,179.55,282.77,181982.3,506.1,288.03
2021-08-20 02:00:00-04:00,697643.12,180.94,283.45,182016.55,505.57,289.09
2021-08-21 02:00:00-04:00,680486.18,188.12,288.01,182002.47,504.26,294.01
2021-08-22 02:00:00-04:00,652802.49,186.76,288.44,181985.08,501.6,293.49
2021-08-23 02:00:00-04:00,651833.84,183.35,287.84,182004.93,502.26,292.42
2021-08-24 02:00:00-04:00,653436.15,181.61,286.54,182012.34,501.82,291.17
2021-08-25 02:00:00-04:00,684743.58,179.53,282.9,182043.96,503.41,288.7
2021-08-26 02:00:00-04:00,708254.89,174.13,277.27,182007.23,502.3,283.54
2021-08-27 02:00:00-04:00,717568.93,178.82,278.97,181990.85,503.11,286.49
2021-08-28 02:00:00-04:00,709224.41,182.08,281.02,182000.44,502.56,288.94
2021-08-29 02:00:00-04:00,684321.7,181.86,283.25,181993.46,501.18,289.86
2021-08-30 02:00:00-04:00,693101.36,184.32,283.74,182004.75,501.35,290.92
2021-08-31 02:00:00-04:00,720574.97,179.17,277.58,181990.91,501.18,285.71
2021-09-01 02:00:00-04:00,721993.84,179.3,277.64,181982.91,500.72,286.16
2021-09-02 02:00:00-04:00,718533.53,173.46,274.34,182008.33,501.38,281.96
2021-09-03 02:00:00-04:00,721537.06,170.7,270.99,181984.2,500.63,278.74
2021-09-04 02:00:00-04:00,729779.22,176.27,273.37,181997.25,500.67,282.27
2021-09-05 02:00:00-04:00,734667.52,177.88,274.83,182005.71,500.87,284.18
2021-09-06 02:00:00-04:00,735128.76,180.81,276.89,181972.98,500.04,286.64
2021-09-07 02:00:00-04:00,735150.46,176.75,274.28,181966.27,499.75,283.85
2021-09-08 02:00:00-04:00,735131.78,182.31,278.0,181996.35,500.55,288.05
2021-09-09 02:00:00-04:00,728609.64,183.38,278.54,182001.16,497.81,288.83
2021-09-10 02:00:00-04:00,730273.42,181.55,277.35,181995.02,498.09,287.72
2021-09-11 02:00:00-04:00,733147.26,185.5,280.11,182017.82,500.29,290.84
2021-09-12 02:00:00-04:00,735193.3,184.69,279.97,182007.97,502.14,290.68
2021-09-13 02:00:00-04:00,735111.05,183.07,279.33,182003.72,502.01,289.69
2021-09-14 02:00:00-04:00,734805.81,183.07,279.44,181960.59,502.89,289.75
2021-09-15 02:00:00-04:00,735209.88,186.11,280.91,182016.54,502.12,292.12
2021-09-16 02:00:00-04:00,734874.65,190.26,283.37,182002.25,502.38,294.85
2021-09-17 02:00:00-04:00,735189.92,189.18,282.4,181965.44,501.32,293.8
2021-09-18 02:00:00-04:00,735194.07,189.19,282.43,181994.88,501.9,294.14
2021-09-19 02:00:00-04:00,735030.65,192.59,285.37,182002.56,505.17,297.28
2021-09-20 02:00:00-04:00,735212.24,189.4,282.93,182007.17,503.51,295.06
2021-09-21 02:00:00-04:00,735202.72,191.17,284.53,182024.76,504.48,296.6
2021-09-22 02:00:00-04:00,735232.86,191.05,283.74,182002.51,502.97,296.16
2021-09-23 02:00:00-04:00,735222.17,176.97,274.89,182018.02,502.66,285.8
2021-09-24 02:00:00-04:00,735078.76,164.45,266.37,182021.43,501.5,275.68
2021-09-25 02:00:00-04:00,734282.24,157.99,261.73,182006.73,500.43,269.92
2021-09-26 02:00:00-04:00,734243.03,153.65,256.02,182020.38,499.48,263.66
2021-09-27 02:00:00-04:00,735224.32,160.91,262.09,181977.89,500.07,271.07
2021-09-28 02:00:00-04:00,735208.71,171.82,269.66,182017.16,499.26,280.62
2021-09-29 02:00:00-04:00,735161.57,175.51,272.26,181990.7,498.94,283.65
2021-09-30 02:00:00-04:00,735240.64,184.37,277.74,181989.48,498.45,290.47
2021-10-01 02:00:00-04:00,735160.54,185.91,278.69,182015.3,499.5,291.52
2021-10-02 02:00:00-04:00,735060.79,181.27,275.45,181978.93,498.46,287.91
2021-10-03 02:00:00-04:00,688286.56,178.1,275.52,182025.59,492.85,286.05
2021-10-04 02:00:00-04:00,734273.74,178.29,273.93,182015.48,499.49,285.73
2021-10-05 02:00:00-04:00,735146.78,177.49,273.42,182003.32,498.46,285.47
2021-10-06 02:00:00-04:00,735219.56,178.89,274.12,182013.1,498.53,286.55
2021-10-07 02:00:00-04:00,735180.3,179.63,276.75,187278.47,499.79,288.58
2021-10-08 02:00:00-04:00,735165.3,182.47,287.38,210037.89,502.97,295.89
2021-10-09 02:00:00-04:00,735205.28,180.45,286.79,210005.09,504.78,294.78
2021-10-10 02:00:00-04:00,735250.62,173.7,281.91,209970.64,503.63,289.16
2021-10-11 02:00:00-04:00,735179.84,165.51,276.73,210011.17,503.09,282.88
2021-10-12 02:00:00-04:00,734350.05,167.84,277.96,210023.33,502.86,284.42
2021-10-13 02:00:00-04:00,735151.43,168.56,277.63,210017.78,501.44,284.83
2021-10-14 02:00:00-04:00,735188.74,167.95,277.62,209971.57,502.18,284.58
2021-10-15 02:00:00-04:00,735182.6,174.41,280.78,210010.12,502.25,288.65
2021-10-16 02:00:00-04:00,730354.8,181.39,284.02,209990.9,501.58,292.98
2021-10-17 02:00:00-04:00,733901.4,175.44,279.98,210007.34,500.45,288.6
2021-10-18 02:00:00-04:00,735269.1,179.61,281.6,210018.62,497.31,291.37
2021-10-19 02:00:00-04:00,720804.2,183.29,281.51,210004.45,488.33,292.56
2021-10-20 02:00:00-04:00,670747.55,171.81,269.15,210016.63,468.91,278.81
2021-10-21 02:00:00-04:00,670855.03,154.18,254.71,210014.49,466.53,261.19
2021-10-22 02:00:00-04:00,670853.24,158.7,259.29,209972.14,470.18,265.93
2021-10-23 02:00:00-04:00,670865.99,164.84,264.29,209995.42,471.86,271.78
2021-10-24 02:00:00-04:00,670930.58,164.63,263.64,210010.96,471.61,271.38
2021-10-25 02:00:00-04:00,670789.78,165.95,264.97,210000.74,471.83,272.69
2021-10-26 02:00:00-04:00,668866.21,174.29,271.54,210001.49,471.1,281.25
2021-10-27 02:00:00-04:00,611355.32,185.17,278.69,199001.35,464.28,290.53
2021-10-28 02:00:00-04:00,496366.66,191.74,286.27,174997.09,457.79,297.41
2021-10-29 02:00:00-04:00,496386.62,191.8,287.3,175013.08,460.01,298.14
2021-10-30 02:00:00-04:00,496409.25,194.68,289.03,174992.96,460.49,300.35
2021-10-31 02:00:00-04:00,496423.37,195.45,288.76,175019.54,459.73,300.49
2021-11-01 02:00:00-04:00,496441.8,180.13,281.51,174993.72,461.69,290.7
2021-11-02 02:00:00-04:00,496388.88,176.24,281.17,175022.69,464.51,289.26
2021-11-03 02:00:00-04:00,496399.62,177.9,282.53,174986.98,464.67,290.56
2021-11-04 02:00:00-04:00,496437.7,181.95,284.66,174998.2,465.5,293.25
2021-11-05 02:00:00-04:00,496404.74,185.59,288.06,175002.11,468.52,296.64
2021-11-06 02:00:00-04:00,496385.34,179.12,287.99,175028.13,474.25,294.92
2021-11-07 01:00:00-05:00,496369.07,180.74,287.26,174991.52,471.58,295.29
2021-11-08 01:00:00-05:00,532952.04,184.23,285.3,175022.45,473.36,295.61
2021-11-09 01:00:00-05:00,589453.13,185.6,279.62,175001.75,475.13,293.3
2021-11-10 01:00:00-05:00,603814.85,184.02,276.42,175012.94,474.67,290.69
2021-11-11 01:00:00-05:00,603713.71,184.72,276.33,175014.69,473.17,290.99
2021-11-12 01:00:00-05:00,603781.63,188.43,277.67,175015.06,471.89,293.31
2021-11-13 01:00:00-05:00,601524.88,188.95,277.51,175003.74,471.36,293.47
2021-11-14 01:00:00-05:00,603694.06,189.56,279.44,175015.47,474.06,295.34
2021-11-15 01:00:00-05:00,603806.81,190.08,279.92,174997.31,474.2,295.79
2021-11-16 01:00:00-05:00,603442.76,182.76,275.08,174987.13,473.02,290.31
2021-11-17 01:00:00-05:00,603787.26,184.21,275.82,175013.56,473.47,291.2
2021-11-18 01:00:00-05:00,603718.22,178.84,272.91,175011.88,473.45,287.55
2021-11-19 01:00:00-05:00,603836.39,183.94,276.22,175002.85,474.01,292.08
2021-11-20 01:00:00-05:00,603779.74,188.84,279.25,175013.52,473.57,296.19
2021-11-21 01:00:00-05:00,603773.44,191.8,279.67,175005.08,472.89,297.33
2021-11-22 01:00:00-05:00,603784.7,196.34,281.13,175029.96,470.19,300.15
2021-11-23 01:00:00-05:00,603730.45,196.42,281.11,175012.09,469.86,300.16
2021-11-24 01:00:00-05:00,603296.49,193.46,280.05,175023.75,469.69,298.83
2021-11-25 01:00:00-05:00,552441.94,189.64,284.9,175021.84,469.73,300.29
2021-11-26 01:00:00-05:00,497069.37,190.63,293.14,174976.61,469.01,305.37
2021-11-27 01:00:00-05:00,497277.88,191.55,293.76,174990.45,470.33,306.01
2021-11-28 01:00:00-05:00,571718.31,193.28,286.34,174991.99,472.81,302.73
2021-11-29 01:00:00-05:00,603776.0,198.09,284.64,175020.63,472.51,303.67
2021-11-30 01:00:00-05:00,601830.12,203.03,287.54,174996.72,473.66,307.1
2021-12-01 01:00:00-05:00,603789.87,206.5,288.71,174992.19,473.55,308.87
2021-12-02 01:00:00-05:00,603814.69,203.42,286.94,175011.07,473.33,306.7
2021-12-03 01:00:00-05:00,603814.08,197.7,284.56,175000.93,475.08,303.33
2021-12-04 01:00:00-05:00,603775.49,194.51,283.04,175030.31,474.76,301.52
2021-12-05 01:00:00-05:00,603872.83,198.18,284.78,175021.59,474.54,303.96
2021-12-06 01:00:00-05:00,603774.67,203.42,287.35,174999.5,474.25,307.45
2021-12-07 01:00:00-05:00,603805.02,209.17,289.89,174995.3,474.32,310.94
2021-12-08 01:00:00-05:00,603812.03,191.12,279.95,174995.25,471.13,298.87
2021-12-09 01:00:00-05:00,603861.57,178.11,272.95,174974.61,471.42,289.86
2021-12-10 01:00:00-05:00,603750.0,180.28,273.24,175004.78,470.86,290.84
2021-12-11 01:00:00-05:00,603878.82,183.04,274.77,174987.71,472.97,292.79
2021-12-12 01:00:00-05:00,603845.2,186.53,278.08,174998.85,474.99,296.21
2021-12-13 01:00:00-05:00,603816.79,193.85,280.6,174966.51,474.19,300.04
2021-12-14 01:00:00-05:00,603783.83,190.22,277.67,175006.65,472.32,296.93
2021-12-15 01:00:00-05:00,603860.29,187.5,277.23,174991.34,474.13,296.05
2021-12-16 01:00:00-05:00,603820.42,189.31,277.78,174991.04,473.28,297.25
2021-12-17 01:00:00-05:00,603907.69,190.23,277.55,174958.01,472.33,297.44
2021-12-18 01:00:00-05:00,603881.53,192.42,279.22,174980.58,471.22,299.69
2021-12-19 01:00:00-05:00,603803.33,193.71,279.26,174990.46,469.95,300.2
2021-12-20 01:00:00-05:00,585709.74,193.38,280.37,175002.7,469.9,300.47
2021-12-21 01:00:00-05:00,550054.88,190.38,284.64,175018.37,473.86,301.67
2021-12-22 01:00:00-05:00,550110.82,192.4,285.79,174991.69,473.02,303.39
2021-12-23 01:00:00-05:00,550029.39,192.07,285.58,174997.17,473.77,302.98
2021-12-24 01:00:00-05:00,550125.92,176.58,277.03,175012.94,474.77,292.21
2021-12-25 01:00:00-05:00,550080.47,178.48,277.98,174998.2,474.04,293.26
2021-12-26 01:00:00-05:00,550066.85,179.41,277.63,175024.26,472.99,293.42
2021-12-27 01:00:00-05:00,532593.36,185.25,283.43,175027.24,474.39,298.91
2021-12-28 01:00:00-05:00,517747.79,183.65,283.23,174985.11,471.51,298.29
2021-12-29 01:00:00-05:00,536825.58,182.03,280.03,174988.85,473.35,295.78
2021-12-30 01:00:00-05:00,536612.72,185.02,282.15,175004.42,474.3,298.14
2021-12-31 01:00:00-05:00,536740.98,187.58,283.04,175012.17,472.66,300.0
2022-01-01 01:00:00-05:00,560378.19,190.81,281.54,175002.51,470.63,300.62
2022-01-02 01:00:00-05:00,603099.7,190.12,275.83,174994.68,470.23,297.32
2022-01-03 01:00:00-05:00,603707.37,186.6,274.26,175002.5,470.8,295.38
2022-01-04 01:00:00-05:00,603676.97,183.81,272.72,175009.84,469.3,293.59
2022-01-05 01:00:00-05:00,603748.16,181.01,271.12,175006.86,469.11,291.47
2022-01-06 01:00:00-05:00,603777.79,181.98,271.9,175006.78,469.6,292.41
2022-01-07 01:00:00-05:00,148767.65,168.81,180.38,69343.89,326.48,200.89
2022-01-08 01:00:00-05:00,84756.03,174.69,152.95,38495.81,195.82,133.48
2022-01-09 01:00:00-05:00,78458.44,180.96,162.59,37505.93,143.93,125.32
2022-01-10 01:00:00-05:00,29147.46,136.16,139.9,37765.96,117.63,118.97
2022-01-11 01:00:00-05:00,29058.93,106.68,114.01,37963.74,107.46,120.53
2022-01-12 01:00:00-05:00,63967.91,130.79,117.23,37515.87,133.22,122.51
2022-01-13 01:00:00-05:00,445659.05,173.89,242.31,112349.44,431.5,269.54
2022-01-14 01:00:00-05:00,650603.57,202.64,287.45,179817.8,482.3,309.17
2022-01-15 01:00:00-05:00,685025.49,212.81,296.11,182014.48,493.97,319.13
2022-01-16 01:00:00-05:00,685123.14,207.54,298.61,181986.87,503.51,319.74
2022-01-17 01:00:00-05:00,695978.84,204.55,295.94,182016.38,502.56,317.25
2022-01-18 01:00:00-05:00,693149.78,199.73,293.34,182017.71,502.28,314.08
2022-01-19 01:00:00-05:00,683270.87,207.93,297.6,182019.16,501.04,319.43
2022-01-20 01:00:00-05:00,670804.57,209.25,298.58,182005.57,500.34,320.19
2022-01-21 01:00:00-05:00,678286.86,208.15,299.72,189543.14,501.7,319.93
2022-01-22 01:00:00-05:00,696167.49,209.76,307.2,209996.21,504.91,324.33
2022-01-23 01:00:00-05:00,697617.99,199.49,301.55,209990.0,503.46,317.3
2022-01-24 01:00:00-05:00,697272.58,201.95,303.54,210015.79,505.02,319.53
2022-01-25 01:00:00-05:00,689286.32,201.51,304.56,210024.93,506.5,319.89
2022-01-26 01:00:00-05:00,644191.01,203.82,312.1,209991.3,509.86,325.19
2022-01-27 01:00:00-05:00,643967.3,196.66,311.12,209981.33,513.01,322.43
2022-01-28 01:00:00-05:00,643836.38,201.35,314.31,210016.31,513.35,326.6
2022-01-29 01:00:00-05:00,637580.02,197.37,311.04,209992.79,510.25,323.03
2022-01-30 01:00:00-05:00,604046.13,196.7,300.92,192114.53,497.05,316.18
2022-01-31 01:00:00-05:00,603710.64,190.48,283.25,182007.83,476.96,302.38
2022-02-01 01:00:00-05:00,603759.57,195.89,283.64,181996.39,472.36,304.37
2022-02-02 01:00:00-05:00,603757.57,202.62,287.27,182011.07,472.67,309.18
2022-02-03 01:00:00-05:00,603755.78,203.54,288.11,182024.7,474.04,310.06
2022-02-04 01:00:00-05:00,603715.09,205.7,289.22,182021.88,473.91,311.63
2022-02-05 01:00:00-05:00,599772.1,203.94,289.4,182001.5,474.84,311.36
2022-02-06 01:00:00-05:00,522316.31,209.41,303.28,181948.51,479.46,320.87
2022-02-07 01:00:00-05:00,586436.14,208.98,294.52,181980.26,474.52,317.09
2022-02-08 01:00:00-05:00,641627.94,207.88,291.84,182000.18,482.44,316.01
2022-02-09 01:00:00-05:00,686335.25,203.46,299.97,199644.64,502.45,319.95
2022-02-10 01:00:00-05:00,688991.98,201.67,304.19,198230.08,514.27,322.61
2022-02-11 01:00:00-05:00,705691.11,197.94,299.94,196014.36,514.28,319.14
2022-02-12 01:00:00-05:00,695496.41,189.27,305.67,233507.85,515.9,315.88
2022-02-13 01:00:00-05:00,707842.48,184.92,304.4,251959.02,514.91,311.07
2022-02-14 01:00:00-05:00,694803.42,194.91,311.75,252023.54,514.61,320.24
2022-02-15 01:00:00-05:00,680258.58,200.47,317.35,251987.14,515.66,326.01
2022-02-16 01:00:00-05:00,694832.29,202.42,316.74,252005.08,515.6,326.67
2022-02-17 01:00:00-05:00,684609.24,204.9,321.82,252008.95,520.56,330.9
2022-02-18 01:00:00-05:00,686236.98,206.43,322.58,238630.6,526.64,333.22
2022-02-19 01:00:00-05:00,698649.79,204.53,315.25,233499.91,522.83,327.36
2022-02-20 01:00:00-05:00,699096.29,198.36,318.2,251965.52,523.5,326.62
2022-02-21 01:00:00-05:00,619392.97,200.67,324.74,238889.53,519.81,332.56
2022-02-22 01:00:00-05:00,617132.27,199.08,286.72,182012.56,477.77,310.08
2022-02-23 01:00:00-05:00,617089.08,200.37,284.48,182025.86,474.4,308.46
2022-02-24 01:00:00-05:00,617136.88,199.52,283.15,181969.35,472.48,307.43
2022-02-25 01:00:00-05:00,617103.71,197.83,282.12,181983.17,472.34,306.29
2022-02-26 01:00:00-05:00,313032.66,172.29,267.13,130781.0,427.47,350.39
2022-02-27 01:00:00-05:00,536724.4,190.57,318.85,201629.96,472.55,255.16
2022-02-28 01:00:00-05:00,536577.92,196.17,326.1,198834.38,475.74,264.78
2022-03-01 01:00:00-05:00,536658.27,198.27,330.29,198829.86,478.19,269.94
2022-03-02 01:00:00-05:00,536696.86,194.33,327.51,198796.48,476.79,266.5
2022-03-03 01:00:00-05:00,536694.05,184.24,320.52,198774.61,475.12,256.76
2022-03-04 01:00:00-05:00,439283.75,170.66,305.82,171863.6,449.24,239.93
2022-03-05 01:00:00-05:00,536611.39,178.1,317.46,196030.99,479.26,251.27
2022-03-06 01:00:00-05:00,536593.63,181.99,322.06,184714.41,491.92,257.3
2022-03-07 01:00:00-05:00,536654.38,193.82,331.07,187010.12,488.91,270.52
2022-03-08 01:00:00-05:00,536726.8,188.54,326.91,196015.31,483.58,263.06
2022-03-09 01:00:00-05:00,536679.1,187.13,325.57,195993.13,484.71,260.78
