,Cold Liquid Flow HX (F4E0087D-100A-4B8D-9FBB-13F09BFC7AB4),T Cold In HX (A5445D3C-FAA5-463C-A34B-A1DB00E93819),T Cold Out HX (D5168D10-88DD-459C-BABA-E4A43159A0D7),Hot Liquid Flow HX (317538A4-FEA2-401A-A73B-4D1ABBDB51E6),T Hot in HX (4AB87B32-C128-461C-BB67-8D1B14074BD0),T Hot out HX (8D5B6208-6FF3-4619-A108-83673AE5F797)
2019-07-24 02:00:00-04:00,735202.72,191.17,284.53,182024.76,504.48,296.6
2019-07-25 02:00:00-04:00,735232.86,191.05,283.74,182002.51,502.97,296.16
2019-07-26 02:00:00-04:00,735222.17,176.97,274.89,182018.02,502.66,285.8
2019-07-27 02:00:00-04:00,735078.76,164.45,266.37,182021.43,501.5,275.68
2019-07-28 02:00:00-04:00,734282.24,157.99,261.73,182006.73,500.43,269.92
2019-07-29 02:00:00-04:00,734243.03,153.65,256.02,182020.38,499.48,263.66
2019-07-30 02:00:00-04:00,735224.32,160.91,262.09,181977.89,500.07,271.07
2019-07-31 02:00:00-04:00,735208.71,171.82,269.66,182017.16,499.26,280.62
2019-08-01 02:00:00-04:00,735161.57,175.51,272.26,181990.7,498.94,283.65
2019-08-02 02:00:00-04:00,735240.64,184.37,277.74,181989.48,498.45,290.47
2019-08-03 02:00:00-04:00,735160.54,185.91,278.69,182015.3,499.5,291.52
2019-08-04 02:00:00-04:00,735060.79,181.27,275.45,181978.93,498.46,287.91
2019-08-05 02:00:00-04:00,688286.56,178.1,275.52,182025.59,492.85,286.05
2019-08-06 02:00:00-04:00,734273.74,178.29,273.93,182015.48,499.49,285.73
2019-08-07 02:00:00-04:00,735146.78,177.49,273.42,182003.32,498.46,285.47
2019-08-08 02:00:00-04:00,735219.56,178.89,274.12,182013.1,498.53,286.55
2019-08-09 02:00:00-04:00,735180.3,179.63,276.75,187278.47,499.79,288.58
2019-08-10 02:00:00-04:00,735165.3,182.47,287.38,210037.89,502.97,295.89
2019-08-11 02:00:00-04:00,735205.28,180.45,286.79,210005.09,504.78,294.78
2019-08-12 02:00:00-04:00,735250.62,173.7,281.91,209970.64,503.63,289.16
2019-08-13 02:00:00-04:00,735179.84,165.51,276.73,210011.17,503.09,282.88
2019-08-14 02:00:00-04:00,734350.05,167.84,277.96,210023.33,502.86,284.42
2019-08-15 02:00:00-04:00,735151.43,168.56,277.63,210017.78,501.44,284.83
2019-08-16 02:00:00-04:00,735188.74,167.95,277.62,209971.57,502.18,284.58
2019-08-17 02:00:00-04:00,735182.6,174.41,280.78,210010.12,502.25,288.65
2019-08-18 02:00:00-04:00,730354.8,181.39,284.02,209990.9,501.58,292.98
2019-08-19 02:00:00-04:00,733901.4,175.44,279.98,210007.34,500.45,288.6
2019-08-20 02:00:00-04:00,735269.1,179.61,281.6,210018.62,497.31,291.37
2019-08-21 02:00:00-04:00,720804.2,183.29,281.51,210004.45,488.33,292.56
2019-08-22 02:00:00-04:00,670747.55,171.81,269.15,210016.63,468.91,278.81
2019-08-23 02:00:00-04:00,670855.03,154.18,254.71,210014.49,466.53,261.19
2019-08-24 02:00:00-04:00,670853.24,158.7,259.29,209972.14,470.18,265.93
2019-08-25 02:00:00-04:00,670865.99,164.84,264.29,209995.42,471.86,271.78
2019-08-26 02:00:00-04:00,670930.58,164.63,263.64,210010.96,471.61,271.38
2019-08-27 02:00:00-04:00,670789.78,165.95,264.97,210000.74,471.83,272.69
2019-08-28 02:00:00-04:00,668866.21,174.29,271.54,210001.49,471.1,281.25
2019-08-29 02:00:00-04:00,611355.32,185.17,278.69,199001.35,464.28,290.53
2019-08-30 02:00:00-04:00,496366.66,191.74,286.27,174997.09,457.79,297.41
2019-08-31 02:00:00-04:00,496386.62,191.8,287.3,175013.08,460.01,298.14
2019-09-01 02:00:00-04:00,496409.25,194.68,289.03,174992.96,460.49,300.35
2019-09-02 02:00:00-04:00,496423.37,195.45,288.76,175019.54,459.73,300.49
2019-09-03 02:00:00-04:00,496441.8,180.13,281.51,174993.72,461.69,290.7
2019-09-04 02:00:00-04:00,496388.88,176.24,281.17,175022.69,464.51,289.26
2019-09-05 02:00:00-04:00,496399.62,177.9,282.53,174986.98,464.67,290.56
2019-09-06 02:00:00-04:00,496437.7,181.95,284.66,174998.2,465.5,293.25
2019-09-07 02:00:00-04:00,496404.74,185.59,288.06,175002.11,468.52,296.64
2019-09-08 02:00:00-04:00,496385.34,179.12,287.99,175028.13,474.25,294.92
2019-09-09 02:00:00-04:00,496369.07,180.74,287.26,174991.52,471.58,295.29
2019-09-10 02:00:00-04:00,532952.04,184.23,285.3,175022.45,473.36,295.61
2019-09-11 02:00:00-04:00,589453.13,185.6,279.62,175001.75,475.13,293.3
2019-09-12 02:00:00-04:00,603814.85,184.02,276.42,175012.94,474.67,290.69
2019-09-13 02:00:00-04:00,603713.71,184.72,276.33,175014.69,473.17,290.99
2019-09-14 02:00:00-04:00,603781.63,188.43,277.67,175015.06,471.89,293.31
2019-09-15 02:00:00-04:00,601524.88,188.95,277.51,175003.74,471.36,293.47
2019-09-16 02:00:00-04:00,603694.06,189.56,279.44,175015.47,474.06,295.34
2019-09-17 02:00:00-04:00,603806.81,190.08,279.92,174997.31,474.2,295.79
2019-09-18 02:00:00-04:00,603442.76,182.76,275.08,174987.13,473.02,290.31
2019-09-19 02:00:00-04:00,603787.26,184.21,275.82,175013.56,473.47,291.2
2019-09-20 02:00:00-04:00,603718.22,178.84,272.91,175011.88,473.45,287.55
2019-09-21 02:00:00-04:00,603836.39,183.94,276.22,175002.85,474.01,292.08
2019-09-22 02:00:00-04:00,603779.74,188.84,279.25,175013.52,473.57,296.19
2019-09-23 02:00:00-04:00,603773.44,191.8,279.67,175005.08,472.89,297.33
2019-09-24 02:00:00-04:00,603784.7,196.34,281.13,175029.96,470.19,300.15
2019-09-25 02:00:00-04:00,603730.45,196.42,281.11,175012.09,469.86,300.16
2019-09-26 02:00:00-04:00,603296.49,193.46,280.05,175023.75,469.69,298.83
2019-09-27 02:00:00-04:00,552441.94,189.64,284.9,175021.84,469.73,300.29
2019-09-28 02:00:00-04:00,497069.37,190.63,293.14,174976.61,469.01,305.37
2019-09-29 02:00:00-04:00,497277.88,191.55,293.76,174990.45,470.33,306.01
2019-09-30 02:00:00-04:00,571718.31,193.28,286.34,174991.99,472.81,302.73
2019-10-01 02:00:00-04:00,603776.0,198.09,284.64,175020.63,472.51,303.67
2019-10-02 02:00:00-04:00,601830.12,203.03,287.54,174996.72,473.66,307.1
2019-10-03 02:00:00-04:00,603789.87,206.5,288.71,174992.19,473.55,308.87
2019-10-04 02:00:00-04:00,603814.69,203.42,286.94,175011.07,473.33,306.7
2019-10-05 02:00:00-04:00,603814.08,197.7,284.56,175000.93,475.08,303.33
2019-10-06 02:00:00-04:00,603775.49,194.51,283.04,175030.31,474.76,301.52
2019-10-07 02:00:00-04:00,603872.83,198.18,284.78,175021.59,474.54,303.96
2019-10-08 02:00:00-04:00,603774.67,203.42,287.35,174999.5,474.25,307.45
2019-10-09 02:00:00-04:00,603805.02,209.17,289.89,174995.3,474.32,310.94
2019-10-10 02:00:00-04:00,603812.03,191.12,279.95,174995.25,471.13,298.87
2019-10-11 02:00:00-04:00,603861.57,178.11,272.95,174974.61,471.42,289.86
2019-10-12 02:00:00-04:00,603750.0,180.28,273.24,175004.78,470.86,290.84
2019-10-13 02:00:00-04:00,603878.82,183.04,274.77,174987.71,472.97,292.79
2019-10-14 02:00:00-04:00,603845.2,186.53,278.08,174998.85,474.99,296.21
2019-10-15 02:00:00-04:00,603816.79,193.85,280.6,174966.51,474.19,300.04
2019-10-16 02:00:00-04:00,603783.83,190.22,277.67,175006.65,472.32,296.93
2019-10-17 02:00:00-04:00,603860.29,187.5,277.23,174991.34,474.13,296.05
2019-10-18 02:00:00-04:00,603820.42,189.31,277.78,174991.04,473.28,297.25
2019-10-19 02:00:00-04:00,603907.69,190.23,277.55,174958.01,472.33,297.44
2019-10-20 02:00:00-04:00,603881.53,192.42,279.22,174980.58,471.22,299.69
2019-10-21 02:00:00-04:00,603803.33,193.71,279.26,174990.46,469.95,300.2
2019-10-22 02:00:00-04:00,585709.74,193.38,280.37,175002.7,469.9,300.47
2019-10-23 02:00:00-04:00,550054.88,190.38,284.64,175018.37,473.86,301.67
2019-10-24 02:00:00-04:00,550110.82,192.4,285.79,174991.69,473.02,303.39
2019-10-25 02:00:00-04:00,550029.39,192.07,285.58,174997.17,473.77,302.98
2019-10-26 02:00:00-04:00,550125.92,176.58,277.03,175012.94,474.77,292.21
2019-10-27 02:00:00-04:00,550080.47,178.48,277.98,174998.2,474.04,293.26
2019-10-28 02:00:00-04:00,550066.85,179.41,277.63,175024.26,472.99,293.42
2019-10-29 02:00:00-04:00,532593.36,185.25,283.43,175027.24,474.39,298.91
2019-10-30 02:00:00-04:00,517747.79,183.65,283.23,174985.11,471.51,298.29
2019-10-31 02:00:00-04:00,536825.58,182.03,280.03,174988.85,473.35,295.78
2019-11-01 02:00:00-04:00,536612.72,185.02,282.15,175004.42,474.3,298.14
2019-11-02 02:00:00-04:00,536740.98,187.58,283.04,175012.17,472.66,300.0
2019-11-03 01:00:00-05:00,560378.19,190.81,281.54,175002.51,470.63,300.62
2019-11-04 01:00:00-05:00,603099.7,190.12,275.83,174994.68,470.23,297.32
2019-11-05 01:00:00-05:00,603707.37,186.6,274.26,175002.5,470.8,295.38
2019-11-06 01:00:00-05:00,603676.97,183.81,272.72,175009.84,469.3,293.59
2019-11-07 01:00:00-05:00,603748.16,181.01,271.12,175006.86,469.11,291.47
2019-11-08 01:00:00-05:00,603777.79,181.98,271.9,175006.78,469.6,292.41
2019-11-09 01:00:00-05:00,148767.65,168.81,180.38,69343.89,326.48,200.89
2019-11-10 01:00:00-05:00,84756.03,174.69,152.95,38495.81,195.82,133.48
2019-11-11 01:00:00-05:00,78458.44,180.96,162.59,37505.93,143.93,125.32
2019-11-12 01:00:00-05:00,29147.46,136.16,139.9,37765.96,117.63,118.97
2019-11-13 01:00:00-05:00,29058.93,106.68,114.01,37963.74,107.46,120.53
2019-11-14 01:00:00-05:00,63967.91,130.79,117.23,37515.87,133.22,122.51
2019-11-15 01:00:00-05:00,445659.05,173.89,242.31,112349.44,431.5,269.54
2019-11-16 01:00:00-05:00,650603.57,202.64,287.45,179817.8,482.3,309.17
2019-11-17 01:00:00-05:00,685025.49,212.81,296.11,182014.48,493.97,319.13
2019-11-18 01:00:00-05:00,685123.14,207.54,298.61,181986.87,503.51,319.74
2019-11-19 01:00:00-05:00,695978.84,204.55,295.94,182016.38,502.56,317.25
2019-11-20 01:00:00-05:00,693149.78,199.73,293.34,182017.71,502.28,314.08
2019-11-21 01:00:00-05:00,683270.87,207.93,297.6,182019.16,501.04,319.43
2019-11-22 01:00:00-05:00,670804.57,209.25,298.58,182005.57,500.34,320.19
2019-11-23 01:00:00-05:00,678286.86,208.15,299.72,189543.14,501.7,319.93
2019-11-24 01:00:00-05:00,696167.49,209.76,307.2,209996.21,504.91,324.33
2019-11-25 01:00:00-05:00,697617.99,199.49,301.55,209990.0,503.46,317.3
2019-11-26 01:00:00-05:00,697272.58,201.95,303.54,210015.79,505.02,319.53
2019-11-27 01:00:00-05:00,689286.32,201.51,304.56,210024.93,506.5,319.89
2019-11-28 01:00:00-05:00,644191.01,203.82,312.1,209991.3,509.86,325.19
2019-11-29 01:00:00-05:00,643967.3,196.66,311.12,209981.33,513.01,322.43
2019-11-30 01:00:00-05:00,643836.38,201.35,314.31,210016.31,513.35,326.6
2019-12-01 01:00:00-05:00,637580.02,197.37,311.04,209992.79,510.25,323.03
2019-12-02 01:00:00-05:00,604046.13,196.7,300.92,192114.53,497.05,316.18
2019-12-03 01:00:00-05:00,603710.64,190.48,283.25,182007.83,476.96,302.38
2019-12-04 01:00:00-05:00,603759.57,195.89,283.64,181996.39,472.36,304.37
2019-12-05 01:00:00-05:00,603757.57,202.62,287.27,182011.07,472.67,309.18
2019-12-06 01:00:00-05:00,603755.78,203.54,288.11,182024.7,474.04,310.06
2019-12-07 01:00:00-05:00,603715.09,205.7,289.22,182021.88,473.91,311.63
2019-12-08 01:00:00-05:00,599772.1,203.94,289.4,182001.5,474.84,311.36
2019-12-09 01:00:00-05:00,522316.31,209.41,303.28,181948.51,479.46,320.87
2019-12-10 01:00:00-05:00,586436.14,208.98,294.52,181980.26,474.52,317.09
2019-12-11 01:00:00-05:00,641627.94,207.88,291.84,182000.18,482.44,316.01
2019-12-12 01:00:00-05:00,686335.25,203.46,299.97,199644.64,502.45,319.95
2019-12-13 01:00:00-05:00,688991.98,201.67,304.19,198230.08,514.27,322.61
2019-12-14 01:00:00-05:00,705691.11,197.94,299.94,196014.36,514.28,319.14
2019-12-15 01:00:00-05:00,695496.41,189.27,305.67,233507.85,515.9,315.88
2019-12-16 01:00:00-05:00,707842.48,184.92,304.4,251959.02,514.91,311.07
2019-12-17 01:00:00-05:00,694803.42,194.91,311.75,252023.54,514.61,320.24
2019-12-18 01:00:00-05:00,680258.58,200.47,317.35,251987.14,515.66,326.01
2019-12-19 01:00:00-05:00,694832.29,202.42,316.74,252005.08,515.6,326.67
2019-12-20 01:00:00-05:00,684609.24,204.9,321.82,252008.95,520.56,330.9
2019-12-21 01:00:00-05:00,686236.98,206.43,322.58,238630.6,526.64,333.22
2019-12-22 01:00:00-05:00,698649.79,204.53,315.25,233499.91,522.83,327.36
2019-12-23 01:00:00-05:00,699096.29,198.36,318.2,251965.52,523.5,326.62
2019-12-24 01:00:00-05:00,619392.97,200.67,324.74,238889.53,519.81,332.56
2019-12-25 01:00:00-05:00,617132.27,199.08,286.72,182012.56,477.77,310.08
2019-12-26 01:00:00-05:00,617089.08,200.37,284.48,182025.86,474.4,308.46
2019-12-27 01:00:00-05:00,617136.88,199.52,283.15,181969.35,472.48,307.43
2019-12-28 01:00:00-05:00,617103.71,197.83,282.12,181983.17,472.34,306.29
2019-12-29 01:00:00-05:00,313032.66,172.29,267.13,130781.0,427.47,350.39
2019-12-30 01:00:00-05:00,536724.4,190.57,318.85,201629.96,472.55,255.16
2019-12-31 01:00:00-05:00,536577.92,196.17,326.1,198834.38,475.74,264.78
2020-01-01 01:00:00-05:00,536658.27,198.27,330.29,198829.86,478.19,269.94
2020-01-02 01:00:00-05:00,536696.86,194.33,327.51,198796.48,476.79,266.5
2020-01-03 01:00:00-05:00,536694.05,184.24,320.52,198774.61,475.12,256.76
2020-01-04 01:00:00-05:00,439283.75,170.66,305.82,171863.6,449.24,239.93
2020-01-05 01:00:00-05:00,536611.39,178.1,317.46,196030.99,479.26,251.27
2020-01-06 01:00:00-05:00,536593.63,181.99,322.06,184714.41,491.92,257.3
2020-01-07 01:00:00-05:00,536654.38,193.82,331.07,187010.12,488.91,270.52
2020-01-08 01:00:00-05:00,536726.8,188.54,326.91,196015.31,483.58,263.06
2020-01-09 01:00:00-05:00,536679.1,187.13,325.57,195993.13,484.71,260.78
2020-01-10 01:00:00-05:00,536638.42,191.25,328.35,196016.88,486.37,264.2
2020-01-11 01:00:00-05:00,536632.89,193.1,327.68,196014.7,483.56,264.41
2020-01-12 01:00:00-05:00,536643.07,196.31,330.95,195987.27,482.55,269.44
2020-01-13 01:00:00-05:00,602496.9,194.28,318.96,195977.68,481.35,260.97
2020-01-14 01:00:00-05:00,734380.19,185.54,301.46,207347.06,483.8,245.91
2020-01-15 01:00:00-05:00,737939.13,185.72,311.98,224003.75,495.85,252.04
2020-01-16 01:00:00-05:00,737894.86,183.9,312.98,224007.83,499.68,252.33
2020-01-17 01:00:00-05:00,736747.96,188.6,315.76,224013.6,501.62,255.17
2020-01-18 01:00:00-05:00,736652.56,190.51,319.66,224018.23,504.45,259.64
2020-01-19 01:00:00-05:00,735672.04,192.76,324.76,214852.79,507.47,268.07
2020-01-20 01:00:00-05:00,735273.65,190.13,320.17,210030.82,507.03,263.74
2020-01-21 01:00:00-05:00,735180.04,193.96,322.56,210001.91,505.53,267.65
2020-01-22 01:00:00-05:00,735249.8,192.21,320.81,209987.62,504.1,266.08
2020-01-23 01:00:00-05:00,735232.3,190.05,318.47,209980.54,505.04,262.71
2020-01-24 01:00:00-05:00,735265.41,192.1,320.21,210017.09,503.19,265.67
2020-01-25 01:00:00-05:00,735221.4,194.72,319.98,209992.65,498.91,266.64
2020-01-26 01:00:00-05:00,735219.71,196.12,319.98,210032.44,498.25,267.17
2020-01-27 01:00:00-05:00,655316.53,199.08,331.63,210013.67,498.25,275.39
2020-01-28 01:00:00-05:00,509871.46,210.54,354.34,209994.51,495.64,292.95
2020-01-29 01:00:00-05:00,232829.94,182.62,279.35,189345.62,342.32,243.36
2020-01-30 01:00:00-05:00,89172.89,164.3,234.04,170879.52,252.04,209.34
2020-01-31 01:00:00-05:00,272442.34,175.86,263.03,130628.36,363.4,228.48
2020-02-01 01:00:00-05:00,536645.89,196.09,320.22,165947.3,493.44,263.2
2020-02-02 01:00:00-05:00,536632.48,202.18,339.12,199404.51,498.51,276.32
2020-02-03 01:00:00-05:00,547862.05,204.35,336.7,200111.02,494.85,276.05
2020-02-04 01:00:00-05:00,563548.47,201.82,332.88,199971.75,493.75,272.83
2020-02-05 01:00:00-05:00,563487.26,197.52,330.73,199847.1,493.97,269.96
2020-02-06 01:00:00-05:00,563355.21,196.09,330.05,200241.11,494.36,269.13
2020-02-07 01:00:00-05:00,591662.95,193.44,325.41,199713.68,495.84,265.53
2020-02-08 01:00:00-05:00,643112.99,192.91,322.37,202518.98,501.88,263.89
2020-02-09 01:00:00-05:00,643884.33,193.19,325.41,212430.92,501.3,265.56
2020-02-10 01:00:00-05:00,643967.45,198.51,328.74,212820.02,502.54,269.53
2020-02-11 01:00:00-05:00,643938.94,201.04,329.81,212208.68,502.58,271.11
2020-02-12 01:00:00-05:00,643959.87,204.57,330.64,207047.05,503.81,273.47
2020-02-13 01:00:00-05:00,643808.79,210.73,337.07,196013.77,507.7,284.53
2020-02-14 01:00:00-05:00,643158.03,205.87,334.12,195974.04,508.56,280.72
2020-02-15 01:00:00-05:00,643972.26,200.52,330.39,196028.77,505.64,277.52
2020-02-16 01:00:00-05:00,642593.87,194.42,324.95,195975.36,501.18,271.95
2020-02-17 01:00:00-05:00,640250.05,186.21,320.76,196028.36,500.99,265.76
2020-02-18 01:00:00-05:00,643999.08,189.25,322.87,196000.87,504.08,267.63
2020-02-19 01:00:00-05:00,644003.02,194.9,325.22,196006.81,500.44,272.29
2020-02-20 01:00:00-05:00,644082.91,194.38,324.78,196023.0,499.74,272.23
2020-02-21 01:00:00-05:00,652937.4,198.53,326.27,196002.33,499.9,274.74
2020-02-22 01:00:00-05:00,716768.36,200.48,323.72,196990.15,506.1,274.68
2020-02-23 01:00:00-05:00,727461.92,202.95,320.77,196025.87,505.3,272.4
2020-02-24 01:00:00-05:00,662253.64,191.3,317.92,196005.39,502.19,264.62
2020-02-25 01:00:00-05:00,664986.62,189.89,318.27,195994.9,499.27,265.93
2020-02-26 01:00:00-05:00,715575.75,186.45,314.96,196003.23,506.87,264.03
2020-02-27 01:00:00-05:00,711192.35,194.94,320.37,196032.57,509.0,270.34
2020-02-28 01:00:00-05:00,711499.48,192.46,315.41,196007.95,510.13,263.49
2020-02-29 02:00:00-05:00,703899.99,189.92,311.8,196022.14,508.77,258.6
2020-03-01 02:00:00-05:00,734801.0,193.34,314.16,196004.89,509.16,264.18
2020-03-02 02:00:00-05:00,735226.93,189.41,315.15,196012.77,510.61,265.68
2020-03-03 02:00:00-05:00,721012.97,186.19,311.36,196001.7,507.79,260.71
2020-03-04 02:00:00-05:00,724562.39,174.94,298.09,196002.31,505.32,245.19
2020-03-05 02:00:00-05:00,736171.15,183.27,309.1,196014.68,510.43,259.16
2020-03-06 02:00:00-05:00,735255.48,195.56,319.2,195995.03,514.07,270.85
2020-03-07 02:00:00-05:00,735213.26,195.12,317.51,195981.48,512.82,268.81
2020-03-08 03:00:00-04:00,735277.24,197.83,320.05,196007.23,511.44,272.45
2020-03-09 03:00:00-04:00,730596.88,195.69,317.89,196026.72,508.5,270.02
2020-03-10 03:00:00-04:00,732000.3,197.62,319.99,195980.45,509.49,272.6
2020-03-11 03:00:00-04:00,735334.66,202.17,322.26,195977.27,511.16,275.25
2020-03-12 03:00:00-04:00,735261.01,194.43,316.5,196016.73,509.53,268.74
2020-03-13 03:00:00-04:00,735297.91,188.91,312.77,196017.94,509.4,264.21
2020-03-14 03:00:00-04:00,720906.87,192.93,315.7,195977.31,507.9,267.29
2020-03-15 03:00:00-04:00,734210.43,196.75,317.76,195985.64,511.01,270.04
2020-03-16 03:00:00-04:00,735272.17,199.66,320.72,195998.11,512.22,274.15
2020-03-17 03:00:00-04:00,735307.48,196.59,319.14,195970.27,512.28,272.3
2020-03-18 03:00:00-04:00,726624.61,193.58,317.36,196024.28,509.67,270.21
2020-03-19 03:00:00-04:00,735147.44,195.37,316.11,195964.71,507.72,270.0
2020-03-20 03:00:00-04:00,732607.86,198.05,315.99,195979.43,504.84,270.86
2020-03-21 03:00:00-04:00,734718.5,197.68,317.55,195978.34,508.77,272.07
2020-03-22 03:00:00-04:00,735347.71,194.46,315.24,195919.52,507.97,269.51
2020-03-23 03:00:00-04:00,735248.32,195.52,316.4,196033.38,508.45,270.96
2020-03-24 03:00:00-04:00,735199.9,192.04,314.1,195059.12,507.32,268.59
2020-03-25 03:00:00-04:00,732351.96,190.82,313.93,195989.21,507.1,268.19
2020-03-26 03:00:00-04:00,735267.2,193.73,314.17,196030.96,503.35,269.31
2020-03-27 03:00:00-04:00,735210.5,194.81,312.9,196006.38,498.94,268.89
2020-03-28 03:00:00-04:00,735250.72,196.3,313.24,195996.28,499.6,269.52
2020-03-29 03:00:00-04:00,681205.53,214.53,326.92,195997.03,497.94,283.94
2020-03-30 03:00:00-04:00,735163.92,206.04,318.24,195995.29,500.39,276.17
2020-03-31 03:00:00-04:00,735306.77,204.54,316.76,195955.18,500.19,274.89
2020-04-01 03:00:00-04:00,735198.06,208.04,318.45,196038.92,500.79,277.2
2020-04-02 03:00:00-04:00,735186.24,209.61,319.78,195980.0,501.19,278.81
2020-04-03 03:00:00-04:00,735298.99,193.46,310.27,196005.37,499.03,267.23
2020-04-04 03:00:00-04:00,735300.68,192.65,309.32,195994.41,498.51,266.29
2020-04-05 03:00:00-04:00,735302.37,182.7,302.72,196028.82,496.34,258.33
2020-04-06 03:00:00-04:00,725635.08,178.52,299.69,195979.91,495.54,254.16
2020-04-07 03:00:00-04:00,735220.48,196.13,309.73,196011.96,497.91,267.9
2020-04-08 03:00:00-04:00,735231.22,199.59,310.53,195999.0,498.26,269.23
2020-04-09 03:00:00-04:00,735209.42,188.36,303.79,195995.61,498.48,260.9
2020-04-10 03:00:00-04:00,735188.59,171.74,289.55,196023.7,496.98,243.2
2020-04-11 03:00:00-04:00,735238.03,176.16,291.88,195985.65,497.44,246.35
2020-04-12 03:00:00-04:00,735344.13,177.89,295.14,196025.28,497.18,250.84
2020-04-13 03:00:00-04:00,735319.72,178.23,292.64,201561.48,494.64,247.59
2020-04-14 03:00:00-04:00,735186.39,182.28,297.04,213380.5,492.95,251.41
2020-04-15 03:00:00-04:00,720457.15,167.02,287.22,210006.45,489.58,239.14
2020-04-16 03:00:00-04:00,697622.55,188.61,301.14,210009.14,487.53,255.48
2020-04-17 03:00:00-04:00,698750.82,192.29,304.23,209990.44,489.23,258.95
2020-04-18 03:00:00-04:00,721058.21,176.95,292.95,210017.73,488.62,246.7
2020-04-19 03:00:00-04:00,735225.24,181.17,294.45,210006.68,489.6,249.6
2020-04-20 03:00:00-04:00,728685.65,194.19,303.87,209940.13,491.62,260.71
2020-04-21 03:00:00-04:00,732277.14,202.02,311.12,213360.8,492.99,269.75
2020-04-22 03:00:00-04:00,733976.38,203.87,311.48,209999.45,493.53,270.87
2020-04-23 03:00:00-04:00,735183.01,200.79,309.4,210022.45,492.25,268.1
2020-04-24 03:00:00-04:00,735295.56,189.83,304.06,209990.65,494.2,260.64
2020-04-25 03:00:00-04:00,735085.87,193.18,307.82,209978.74,491.64,266.37
2020-04-26 03:00:00-04:00,734471.86,190.61,303.79,209986.9,490.88,261.62
2020-04-27 03:00:00-04:00,734593.67,183.46,298.48,210015.72,490.64,255.24
2020-04-28 03:00:00-04:00,734616.03,186.64,300.51,210024.69,491.16,257.77
2020-04-29 03:00:00-04:00,734538.34,190.57,303.09,209994.84,492.05,260.84
2020-04-30 03:00:00-04:00,734482.76,194.36,305.7,210000.54,493.19,263.99
2020-05-01 03:00:00-04:00,734060.11,194.84,306.78,209990.23,494.96,264.81
2020-05-02 03:00:00-04:00,732540.56,201.46,310.7,209995.14,495.02,269.73
2020-05-03 03:00:00-04:00,734702.53,197.9,308.23,209994.23,493.7,267.21
2020-05-04 03:00:00-04:00,735245.04,196.87,308.16,209983.12,492.55,267.52
2020-05-05 03:00:00-04:00,735259.22,207.7,315.84,209984.38,493.5,277.47
2020-05-06 03:00:00-04:00,735200.21,214.61,321.81,209980.16,492.85,285.41
2020-05-07 03:00:00-04:00,735255.28,215.58,323.59,209967.79,493.87,286.88
2020-05-08 03:00:00-04:00,735181.68,213.49,322.89,210004.83,493.89,285.79
2020-05-09 03:00:00-04:00,735241.46,214.64,324.02,210003.65,494.85,286.8
2020-05-10 03:00:00-04:00,735144.42,216.17,325.05,210004.67,495.54,287.99
2020-05-11 03:00:00-04:00,735286.4,215.16,324.13,210032.47,495.83,287.0
2020-05-12 03:00:00-04:00,735194.32,194.17,311.13,209989.26,492.52,271.95
2020-05-13 03:00:00-04:00,735276.37,196.01,312.0,210000.59,492.0,273.12
2020-05-14 03:00:00-04:00,564821.23,201.74,315.68,187258.56,464.8,275.78
2020-05-15 03:00:00-04:00,101325.09,161.29,211.44,145909.61,231.43,203.88
2020-05-16 03:00:00-04:00,87319.75,168.48,213.93,146033.54,229.51,210.13
2020-05-17 03:00:00-04:00,63123.3,166.44,217.06,156772.76,229.28,214.22
2020-05-18 03:00:00-04:00,87220.47,158.89,212.3,159138.72,228.57,206.18
2020-05-19 03:00:00-04:00,374167.0,183.98,305.42,181216.53,425.59,262.96
2020-05-20 03:00:00-04:00,536662.37,208.15,346.7,214937.84,490.77,297.87
2020-05-21 03:00:00-04:00,667023.76,208.32,330.77,221101.26,491.3,287.53
2020-05-22 03:00:00-04:00,733667.4,211.8,324.84,213773.72,492.31,286.72
2020-05-23 03:00:00-04:00,735291.41,207.78,322.26,208594.24,493.4,284.49
2020-05-24 03:00:00-04:00,735283.17,186.31,308.47,209651.3,488.88,268.12
2020-05-25 03:00:00-04:00,735318.74,190.38,311.9,210005.26,490.97,271.76
2020-05-26 03:00:00-04:00,735208.4,174.64,297.88,210011.29,491.15,253.21
2020-05-27 03:00:00-04:00,735373.86,185.57,307.17,210031.81,491.69,265.26
2020-05-28 03:00:00-04:00,735193.81,189.07,311.7,209990.62,492.2,271.13
2020-05-29 03:00:00-04:00,735299.24,186.15,309.85,210023.12,491.18,269.06
2020-05-30 03:00:00-04:00,735150.82,174.79,302.06,210007.96,489.36,260.49
2020-05-31 03:00:00-04:00,735245.3,180.68,302.57,209987.68,484.73,262.66
2020-06-01 03:00:00-04:00,735237.32,190.81,306.69,210040.27,483.07,268.57
2020-06-02 03:00:00-04:00,735067.19,185.98,304.0,210001.04,482.57,265.46
2020-06-03 03:00:00-04:00,734990.22,176.9,299.28,210019.92,483.13,259.54
2020-06-04 03:00:00-04:00,718846.8,174.34,297.98,210019.88,478.79,257.91
2020-06-05 03:00:00-04:00,730142.6,175.0,297.44,210008.37,479.32,258.05
2020-06-06 03:00:00-04:00,735238.24,172.34,293.5,209984.16,476.54,254.87
2020-06-07 03:00:00-04:00,735270.33,172.99,293.72,209990.68,477.16,254.89
